t,x,y,z,qx,qy,qz,qw,gripper_width,q,dq
7.843971252441406e-05,0.3071196377277374,-6.854689127067104e-05,0.44042453169822693,0.9999999504293205,-2.6221915493910324e-05,3.3438243393518055e-05,-0.0003119866206985385,0.9857339201848324,"[-0.0003241990925744176, -0.7849211096763611, -0.00027182672056369483, -2.35593318939209, 0.0004365615895949304, 1.5710870027542114, 0.7849279046058655]",
0.022484540939331055,0.30711814761161804,-5.674458952853456e-05,0.4404193162918091,0.9999999550652469,-6.505420576913693e-06,2.851563055524908e-05,-0.00029835221241013244,0.9857339201848324,"[-0.0002943217696156353, -0.7849881649017334, -0.0002369764551986009, -2.3560943603515625, 0.00040608723065815866, 1.5710619688034058, 0.7849419713020325]",
0.1252908706665039,0.3070937395095825,-7.320236909436062e-05,0.44039005041122437,0.9999999541072396,-1.511174352288703e-05,6.458406286322644e-06,-0.00030251519435508324,0.9857432482997921,"[-0.003290794789791107, -0.7838352918624878, -0.0031938431784510612, -2.3538684844970703, 0.0036065548192709684, 1.5725293159484863, 0.7834258079528809]",
0.23436355590820312,0.30866292119026184,-0.001720090163871646,0.4418688416481018,0.9999836922436718,-0.002776432271226398,0.002351860639972065,-0.004401752161022378,0.9857432482997921,"[-0.006675487384200096, -0.7821943759918213, -0.006817145273089409, -2.350490093231201, 0.006636201869696379, 1.575148105621338, 0.7809867262840271]",
0.2743079662322998,0.31049469113349915,-0.003189458977431059,0.44343841075897217,0.999951908302004,-0.004238693141888721,0.005054490328886622,-0.007257182038838584,0.9857432482997921,"[-0.01519247516989708, -0.7719431519508362, -0.016690991818904877, -2.337425947189331, 0.014573585242033005, 1.5894267559051514, 0.767097532749176]",
0.3783304691314697,0.3182966411113739,-0.007089938037097454,0.44752413034439087,0.9997903100239381,-0.004156431812591001,0.014043855695154497,-0.014311889254697861,0.9857339201848324,"[-0.01990480348467827, -0.7621538639068604, -0.022219961509108543, -2.3301753997802734, 0.01884334906935692, 1.6006605625152588, 0.7556086182594299]",
0.4344508647918701,0.3238510191440582,-0.009485652670264244,0.4486733376979828,0.9996652485841424,-0.0025973616976731535,0.018472969678744317,-0.017927461523164556,0.9857339201848324,"[-0.027454569935798645, -0.7394750118255615, -0.03106488287448883, -2.3182406425476074, 0.025935573503375053, 1.6210120916366577, 0.7341942191123962]",
0.5262835025787354,0.3337002992630005,-0.01360933668911457,0.4484723210334778,0.9994579410139325,0.00044709730323138714,0.022943248746037828,-0.023605753221822103,0.9857339201848324,"[-0.03578900545835495, -0.7062516212463379, -0.0406312569975853, -2.3052430152893066, 0.033626437187194824, 1.643162488937378, 0.7106084823608398]",
0.6263139247894287,0.3455010652542114,-0.01863514818251133,0.4451127350330353,0.9992686696680089,0.0034967228427651045,0.02389167145022831,-0.029649397710628706,0.9857339201848324,"[-0.04446559399366379, -0.6658887267112732, -0.05075392499566078, -2.291663885116577, 0.04165583476424217, 1.6661665439605713, 0.6861231327056885]",
0.730353593826294,0.3580401837825775,-0.024368181824684143,0.43970486521720886,0.9990828042358393,0.006076836689112251,0.022834417887265902,-0.035710106354577706,0.9857432482997921,"[-0.051425524055957794, -0.6323096752166748, -0.058926451951265335, -2.280858039855957, 0.04810327664017677, 1.6847572326660156, 0.666395902633667]",
0.814263105392456,0.368012011051178,-0.029314817860722542,0.43464353680610657,0.9989189547673075,0.007801766268665088,0.021793766459673236,-0.04031235534151,0.9857432482997921,"[-0.05974496528506279, -0.5923259258270264, -0.06845898181200027, -2.267789602279663, 0.0558125339448452, 1.7068325281143188, 0.642905592918396]",
0.9143404960632324,0.379928857088089,-0.035716891288757324,0.4281837046146393,0.9986984612236496,0.009639295893271465,0.02075618153071013,-0.04558122916794377,0.9857432482997921,"[-0.06314875185489655, -0.5763757824897766, -0.07238206267356873, -2.2623860836029053, 0.05888216570019722, 1.7154574394226074, 0.6334967613220215]",
0.9543066024780273,0.3846184015274048,-0.038459423929452896,0.42543962597846985,0.998606746135494,0.0102151974476785,0.020434181037567754,-0.04756743170605158,0.9857432482997921,"[-0.07174134254455566, -0.534591555595398, -0.0823860764503479, -2.2490127086639404, 0.06691189110279083, 1.738568902015686, 0.6091038584709167]",
1.058316707611084,0.396576464176178,-0.04576971381902695,0.4179478883743286,0.9983597777321459,0.01159350940905553,0.019614409429019118,-0.05252256361748912,0.9857432482997921,"[-0.07543043047189713, -0.5171634554862976, -0.08676943182945251, -2.2432920932769775, 0.07027310132980347, 1.7483144998550415, 0.5987516641616821]",
1.1023142337799072,0.4013698995113373,-0.04897887259721756,0.4147048890590668,0.9982566414886691,0.012014201877729277,0.01925129083320926,-0.05448600259020046,0.9857432482997921,"[-0.08337325602769852, -0.47828689217567444, -0.09599088132381439, -2.230752468109131, 0.07780953496694565, 1.7697288990020752, 0.5759545564651489]",
1.1993675231933594,0.4122064709663391,-0.056445296853780746,0.40680521726608276,0.9980247923031225,0.012900816789288987,0.018521328897472496,-0.05862630169429236,0.9857432482997921,"[-0.09176859259605408, -0.43834906816482544, -0.1056656464934349, -2.2176730632781982, 0.08551117032766342, 1.7917306423187256, 0.5524408221244812]",
1.2993545532226562,0.42297351360321045,-0.0645860806107521,0.39844387769699097,0.9977912300953489,0.013522814640626827,0.01810944121616686,-0.06246473219220504,0.9857432482997921,"[-0.1004084125161171, -0.3967151641845703, -0.11580506712198257, -2.2041940689086914, 0.09350979328155518, 1.8147636651992798, 0.5279302597045898]",
1.4033219814300537,0.43366116285324097,-0.07345409691333771,0.3891298174858093,0.9975663088669104,0.013866976076861005,0.01762782797557782,-0.06601837675219682,0.9857432482997921,"[-0.1039424017071724, -0.3793475329875946, -0.11989862471818924, -2.19854736328125, 0.09680990874767303, 1.824371099472046, 0.5178263783454895]",
