t,x,y,z,qx,qy,qz,qw,gripper_width,q,dq
9.72747802734375e-05,0.3071128726005554,-6.892505189171061e-05,0.44042232632637024,0.9999999499968677,-2.482040315234471e-05,2.175771163027734e-05,-0.00031451043163859086,0.9857432482997921,"[-0.0003077108704019338, -0.7849774360656738, -0.00021851049677934498, -2.3559653759002686, 0.00043960590846836567, 1.5710564851760864, 0.7849256992340088]",
0.05210161209106445,0.30707886815071106,-3.613243097788654e-05,0.4404269754886627,0.9999999613297177,1.4104846090521764e-05,4.7834101267906424e-05,-0.000273593704733287,0.9857432482997921,"[-0.0002983172016683966, -0.7850068211555481, -0.00022640952374786139, -2.35604190826416, 0.00040613210876472294, 1.5710469484329224, 0.7849429845809937]",
0.1544485092163086,0.307079941034317,-4.766096026287414e-05,0.4403962790966034,0.9999999614044267,6.318031276068771e-06,4.950719836761068e-06,-0.00027771697501996137,0.9857432482997921,"[-0.00030065220198594034, -0.785008430480957, -0.00021477944392245263, -2.3560450077056885, 0.00040721334517002106, 1.571046233177185, 0.7849385738372803]",
0.1840660572052002,0.3070813715457916,-5.244289059191942e-05,0.4403793513774872,0.999999959319866,-1.4104110851014413e-06,-1.8488282861271234e-05,-0.0002846339065175422,0.9857432482997921,"[-0.00029468516004271805, -0.7849767208099365, -0.00022499641636386514, -2.356060028076172, 0.0004086397239007056, 1.5710477828979492, 0.7849444150924683]",
0.29228687286376953,0.3070814907550812,-4.880577398580499e-05,0.4403911530971527,0.9999999605702925,8.737529223643075e-06,-1.3213322154625552e-06,-0.00028068010824674425,0.9857432482997921,"[-0.00029363177600316703, -0.785006046295166, -0.00021726284467149526, -2.3560423851013184, 0.00040828462806530297, 1.5710489749908447, 0.7849404215812683]",
0.32369327545166016,0.3070831000804901,-5.41075824003201e-05,0.4403921067714691,0.9999999590771572,1.1401230592663343e-06,-9.66501876517818e-07,-0.0002860829423569326,0.9857432482997921,"[-0.00029729350353591144, -0.78499436378479, -0.00022321117285173386, -2.356048822402954, 0.0004102120583411306, 1.5710479021072388, 0.78493732213974]",
0.4275693893432617,0.3070821166038513,-5.5007672926876694e-05,0.4403904974460602,0.9999999590155512,-1.1058366989097837e-06,-2.2079464020194564e-06,-0.0002862914567101758,0.9857432482997921,"[-0.00029705677297897637, -0.7849916219711304, -0.00022707617608830333, -2.356049060821533, 0.0004070177092216909, 1.571044683456421, 0.7849357724189758]",
0.5285289287567139,0.30708155035972595,-5.483750646817498e-05,0.44038721919059753,0.99999995936528,-2.6774222473950124e-06,-6.921681798147413e-06,-0.00028498133347000325,0.9857432482997921,"[-0.0002990592329297215, -0.7849974036216736, -0.00022920961782801896, -2.356051445007324, 0.0004101549566257745, 1.5710506439208984, 0.7849315404891968]",
0.5678205490112305,0.3070826232433319,-5.164716640138067e-05,0.4403892755508423,0.9999999598408946,5.644891239568778e-06,-5.003533279550448e-06,-0.00028330426920490523,0.9857432482997921,"[-0.0002983178710564971, -0.7849932312965393, -0.00022731696662958711, -2.356050968170166, 0.00041095653432421386, 1.5710463523864746, 0.7849318385124207]",
0.6683895587921143,0.3070822060108185,-5.358306589187123e-05,0.44038960337638855,0.9999999593896769,9.055576854952722e-07,-4.887146144110882e-06,-0.00028494901367664754,0.9857432482997921,"[-0.0002983708109240979, -0.7849976420402527, -0.0002250318502774462, -2.3560471534729004, 0.00040732245543040335, 1.5710463523864746, 0.7849439978599548]",
0.7078857421875,0.3070831000804901,-5.203649197937921e-05,0.44038891792297363,0.9999999602970545,1.9055174599518932e-06,-5.635725354140324e-06,-0.00028172770044456347,0.9857432482997921,"[-0.00029126452864147723, -0.7849934697151184, -0.00022401270689442754, -2.3560516834259033, 0.0004070157592650503, 1.571048617362976, 0.7849298715591431]",
0.7998731136322021,0.30708351731300354,-5.2993109420640394e-05,0.44038906693458557,0.999999959431254,4.323700961420519e-06,-4.9065922788022926e-06,-0.0002847713493741394,0.9857432482997921,"[-0.0002980814897455275, -0.7849951982498169, -0.00022511441784445196, -2.3560471534729004, 0.00040637655183672905, 1.571048617362976, 0.7849377393722534]",
0.9001624584197998,0.30708417296409607,-5.119591878610663e-05,0.44039174914360046,0.9999999603936066,6.256602630220957e-06,-1.4793910903671564e-06,-0.00028137421993380975,0.9857432482997921,"[-0.0002950549533125013, -0.7849955558776855, -0.00022321670257952064, -2.3560492992401123, 0.0004075349716003984, 1.5710463523864746, 0.7849393486976624]",
1.003657579421997,0.3070819079875946,-5.317651084624231e-05,0.44038861989974976,0.9999999597311641,4.1465529584830806e-07,-4.599985230389185e-06,-0.00028375401061971105,0.5571064017792955,"[-0.00029534040368162096, -0.7849951982498169, -0.00022318756964523345, -2.356053113937378, 0.0004094968317076564, 1.5710506439208984, 0.7849377393722534]",
1.035677194595337,0.3070826530456543,-5.469296593219042e-05,0.4403904676437378,0.9999999596084539,8.583397027524425e-07,-1.5732149083972325e-06,-0.00028421801290579545,0.5571064017792955,"[-0.0002990546927321702, -0.7849961519241333, -0.00023101970145944506, -2.3560497760772705, 0.0004046170797664672, 1.571046233177185, 0.7849400639533997]",
1.1361005306243896,0.3070831298828125,-5.322599099599756e-05,0.4403904378414154,0.999999958990648,7.292561930573823e-07,-3.851171145359717e-06,-0.00028636225176302337,0.5571064017792955,"[-0.0002932010975200683, -0.7849931716918945, -0.00022716497187502682, -2.3560502529144287, 0.0004078133206348866, 1.5710505247116089, 0.7849342823028564]",
1.1797635555267334,0.3070821464061737,-5.258114470052533e-05,0.44039174914360046,0.999999959757297,4.159749300647812e-06,-9.955328357836624e-07,-0.0002836672521174677,0.5571064017792955,"[-0.0002953442744910717, -0.7849915027618408, -0.00022804939362686127, -2.3560469150543213, 0.00040539278415963054, 1.571048617362976, 0.7849424481391907]",
1.2834529876708984,0.30708178877830505,-5.2066388889215887e-05,0.44039127230644226,0.9999999596408155,6.1684498472300975e-06,-3.718969151572166e-06,-0.0002840184625221727,0.15397479458536847,"[-0.0002967660257127136, -0.7849973440170288, -0.00022149102005641907, -2.356048822402954, 0.0004093973257113248, 1.571047067642212, 0.7849318385124207]",
1.3197557926177979,0.30708280205726624,-5.21294423379004e-05,0.4403911232948303,0.9999999597119563,3.116083615344294e-06,-1.9705700937625627e-06,-0.0002838353267081607,0.15397479458536847,"[-0.00029605705640278757, -0.784993588924408, -0.0002257080195704475, -2.356050729751587, 0.0004059509956277907, 1.571048617362976, 0.784939169883728]",
1.420072317123413,0.30708232522010803,-5.295060691423714e-05,0.4403899312019348,0.999999960217679,3.6154579649418197e-06,-4.520035187431576e-06,-0.0002820126559979017,0.15397479458536847,"[-0.0002990634529851377, -0.7849932312965393, -0.00022920499031897634, -2.356050968170166, 0.0004047929833177477, 1.5710471868515015, 0.7849305868148804]",
1.4723551273345947,0.3070826828479767,-5.2168790716677904e-05,0.44038867950439453,0.9999999601768154,4.135312542810224e-06,-5.205811734091018e-06,-0.0002821385591444405,0.15397479458536847,"[-0.00029293037368915975, -0.7849922180175781, -0.00022422344773076475, -2.356051206588745, 0.0004077738558407873, 1.571049690246582, 0.7849385738372803]",
