t,x,y,z,qx,qy,qz,qw,gripper_width,q,dq
8.0108642578125e-05,0.307033896446228,0.0001503168896306306,0.4402039051055908,0.9999998998661385,0.0001008385936151224,-0.0003132224104457916,0.00030330020246422475,0.9857432482997921,"[0.000435573369031772, -0.7847331762313843, 0.00033349741715937853, -2.3562490940093994, -0.00034893216798081994, 1.5708860158920288, 0.7858861684799194]",
0.04192399978637695,0.3070169985294342,0.0001285198814002797,0.4402483105659485,0.9999999264600079,7.563870330975018e-05,-0.00023747705976662968,0.00029148483882789305,0.9857432482997921,"[0.0004066170076839626, -0.784878134727478, 0.00029865457327105105, -2.3562536239624023, -0.00030934257665649056, 1.5708850622177124, 0.7858726978302002]",
0.14489197731018066,0.3070165514945984,0.0001360199967166409,0.44026052951812744,0.9999999371651629,7.284856335711406e-05,-0.00022001351348751387,0.0002682476677125067,0.9857432482997921,"[0.00042350171133875847, -0.783778727054596, 0.00031946192029863596, -2.357360601425171, -0.0003314481000415981, 1.571691632270813, 0.7859064340591431]",
0.2579231262207031,0.3073697090148926,0.00014368805568665266,0.43912145495414734,0.9999993158966565,7.490613874904161e-05,-0.0011326904010396327,0.00028214844506378126,0.9857432482997921,"[0.0004279848944861442, -0.7820732593536377, 0.0003306699509266764, -2.3579423427581787, -0.0003281910321675241, 1.5732496976852417, 0.7859089970588684]",
0.2980003356933594,0.3080475628376007,0.00014327654207590967,0.4383177161216736,0.9999988062552443,7.73676249940499e-05,-0.0015175140347697684,0.0002804522977388602,0.9857432482997921,"[0.0004322260501794517, -0.7718009352684021, 0.00031985173700377345, -2.3595430850982666, -0.00033295320463366807, 1.583074688911438, 0.7859113216400146]",
0.4019289016723633,0.3121030032634735,0.00014542251301463693,0.43479683995246887,0.9999967894260189,7.678475953012815e-05,-0.002517315136204458,0.0002799397438265408,0.9857339201848324,"[0.00042730235145427287, -0.7629014253616333, 0.0003324052377138287, -2.360275983810425, -0.000331211369484663, 1.591651439666748, 0.7859101295471191]",
0.4539189338684082,0.3154590129852295,0.00015082811296451837,0.43208613991737366,0.9999949920852808,8.427263120875911e-05,-0.0031511321609178646,0.00028119137170821995,0.9857339201848324,"[0.00043022193131037056, -0.7415942549705505, 0.00032547584851272404, -2.36164927482605, -0.00033293417072854936, 1.6124500036239624, 0.7859116792678833]",
0.5420083999633789,0.32325902581214905,0.0001536455674795434,0.4260370135307312,0.9999918792698719,8.979851915474905e-05,-0.004019389784290394,0.0002789915732883823,0.9857339201848324,"[0.00042919619590975344, -0.7091236710548401, 0.000318368460284546, -2.363032579421997, -0.0003312982153147459, 1.6448614597320557, 0.785915195941925]",
0.641892671585083,0.3347046971321106,0.00016292365035042167,0.41713714599609375,0.9999888691182773,9.626435374918836e-05,-0.004709244395751162,0.0002745722929778526,0.9857339201848324,"[0.00042781856609508395, -0.6689515709877014, 0.0003218087076675147, -2.3644988536834717, -0.0003320560499560088, 1.68597412109375, 0.7859109044075012]",
0.7459278106689453,0.34855395555496216,0.00017282506451010704,0.40603432059288025,0.9999885748883593,0.000109693407615225,-0.004771473898924498,0.000266640087465003,0.9857432482997921,"[0.0004243800649419427, -0.656236469745636, 0.0003197887563146651, -2.36496901512146, -0.00033281362266279757, 1.6992453336715698, 0.785912811756134]",
