t,x,y,z,qx,qy,qz,qw,gripper_width,q,dq
7.581710815429688e-05,0.3070886731147766,-6.695473712170497e-05,0.44039592146873474,0.9999999476199796,-3.978983555024464e-05,-4.3855350388965814e-05,-0.0003182035754769219,0.9857619045297115,"[-0.000297820835839957, -0.7849758267402649, -0.00023345605586655438, -2.3560876846313477, 0.00041373292333446443, 1.5709502696990967, 0.7849742770195007]",
0.11761331558227539,0.30706098675727844,-6.248289719223976e-05,0.4403539299964905,0.999999952420326,-2.1536428616386478e-05,-8.923741029027365e-05,-0.00029450333241599674,0.9857432482997921,"[0.0023658371064811945, -0.7839303612709045, 0.002244591014459729, -2.354135274887085, -0.0021711019799113274, 1.5722856521606445, 0.7860022783279419]",
0.22315454483032227,0.3085029423236847,0.001480572042055428,0.4417143762111664,0.9999889218989738,0.0026051172523191076,0.002067115484763951,0.003331137493787842,0.9857432482997921,"[0.00601350050419569, -0.782177746295929, 0.006149176973849535, -2.35050368309021, -0.005525914020836353, 1.5750950574874878, 0.7888144850730896]",
0.2670319080352783,0.3104323148727417,0.0030485347378998995,0.4433867335319519,0.9999584500589844,0.004154216421270676,0.0049375735475150635,0.0064390223653743965,0.9857432482997921,"[0.014623564667999744, -0.7719269394874573, 0.01624482311308384, -2.337414026260376, -0.013543395325541496, 1.5893851518630981, 0.8028295636177063]",
0.37111806869506836,0.31828969717025757,0.0070279669016599655,0.447509765625,0.9997997515257567,0.004193411917939774,0.013986836322561891,0.013683587073850438,0.9857432482997921,"[0.01800098456442356, -0.7650706171989441, 0.02026541158556938, -2.33213472366333, -0.016755778342485428, 1.5973488092422485, 0.811046302318573]",
0.41210508346557617,0.3222831189632416,0.008692264556884766,0.44843611121177673,0.9997116317863948,0.0030384142995446063,0.01729405287340889,0.016380996451376122,0.9857432482997921,"[0.026352452114224434, -0.741452157497406, 0.029887493699789047, -2.3191773891448975, -0.024535395205020905, 1.619360089302063, 0.834014356136322]",
0.5120790004730225,0.33299949765205383,0.013207255862653255,0.4485366642475128,0.9994862707341313,-0.0002383743668148707,0.02265296311974215,0.0226711502472986,0.9857432482997921,"[0.03063204139471054, -0.7257147431373596, 0.03484704717993736, -2.3123996257781982, -0.02847854048013687, 1.6306618452072144, 0.8460590839385986]",
0.5630879402160645,0.3387708067893982,0.01563381589949131,0.4472290873527527,0.9993889668182034,-0.0018873456713931918,0.02351991918298601,0.025786514498598943,0.9857432482997921,"[0.039066772907972336, -0.6891709566116333, 0.044613372534513474, -2.2993340492248535, -0.03625388815999031, 1.652971625328064, 0.8698734641075134]",
0.6641016006469727,0.3508552312850952,0.020940138027071953,0.44290006160736084,0.9992089762524136,-0.004627342246100719,0.023417793430567675,0.03180591817861257,0.9857432482997921,"[0.047259651124477386, -0.6494250297546387, 0.05425071716308594, -2.2862548828125, -0.04391023889183998, 1.674988031387329, 0.8934351801872253]",
0.7640228271484375,0.36282068490982056,0.026531727984547615,0.4371868669986725,0.9990316025521515,-0.0070113140858719235,0.022064239407557907,0.03741480878255842,0.9857432482997921,"[0.05492713302373886, -0.6130698919296265, 0.06306272745132446, -2.2745413780212402, -0.05098149925470352, 1.6951608657836914, 0.9148397445678711]",
